project_id,parameter,value,low,high,unit,currency,evidence_class,benchmark_pack_id,source_id,reason,review_status
IN-FPEL-SOLARA-MYSORE,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-FPEL-SOLARA-MYSORE,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,annual_generation_kwh,3120000,2652000,3276000,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,IN-CI-2026,CLEANTECH-HALDIA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,annual_customer_load_kwh,3120000,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,project_cost_local,1430000,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,financing_amount_local,1001000,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANTECH-EXIDE-HALDIA,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,annual_generation_kwh,36000000,30600000,37800000,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,IN-CI-2026,IFC-38331,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,annual_customer_load_kwh,36000000,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,project_cost_local,16500000,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,financing_amount_local,11550000,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,ppa_tenor_years,25,,,years,,OBSERVED_PROJECT_FACT,IN-CI-2026,IFC-38331,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-CLEANMAX-TN-30MW,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,annual_generation_kwh,3000000,2550000,3150000,kWh,,BENCHMARK_ASSUMPTION,IN-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,self_consumption_ratio,0.85,0.7,1,ratio,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,annual_customer_load_kwh,3529412,,,kWh,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,ppa_price_local_per_kwh,7,,,local_currency_per_kWh,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,project_cost_local,1375000,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,financing_amount_local,962500,,,local_currency,INR,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,ppa_tenor_years,25,,,years,,OBSERVED_PROJECT_FACT,IN-CI-2026,IFC-32148,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,debt_all_in_rate,11.5,,,percent,,BENCHMARK_ASSUMPTION,IN-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
IN-AZURE-GANDHINAGAR,fx_to_usd,84,,,local_currency_per_USD,INR,ANALYST_ASSUMPTION,IN-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,annual_generation_kwh,86400000,73440000,90720000,kWh,,BENCHMARK_ASSUMPTION,TH-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,TH-CI-2026,IFC-48136,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,annual_customer_load_kwh,86400000,,,kWh,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,ppa_price_local_per_kwh,3.25,,,local_currency_per_kWh,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,project_cost_local,46800000,,,local_currency,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,financing_amount_local,32760000,,,local_currency,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,debt_all_in_rate,9.5,,,percent,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-IFC-CLEANMAX-72MW,fx_to_usd,35.5,,,local_currency_per_USD,THB,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,annual_generation_kwh,1200000,1020000,1260000,kWh,,BENCHMARK_ASSUMPTION,TH-CI-2026,GSA-PVOUT,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,TH-CI-2026,CLEANTECH-DENSO-TH,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,annual_customer_load_kwh,1200000,,,kWh,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,ppa_price_local_per_kwh,3.25,,,local_currency_per_kWh,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,project_cost_local,650000,,,local_currency,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,financing_amount_local,455000,,,local_currency,THB,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,ppa_tenor_years,20,,,years,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,tax_rate,20,,,percent,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,debt_all_in_rate,9.5,,,percent,,BENCHMARK_ASSUMPTION,TH-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
TH-CLEANTECH-DENSO,fx_to_usd,35.5,,,local_currency_per_USD,THB,ANALYST_ASSUMPTION,TH-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,annual_generation_kwh,12000000,10200000,12600000,kWh,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,annual_customer_load_kwh,12000000,,,kWh,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,ppa_price_local_per_kwh,0.12,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,project_cost_local,6720000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,financing_amount_local,4704000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,ppa_tenor_years,30,,,years,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,debt_all_in_rate,6.5,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-ROOF,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,annual_generation_kwh,870000,739500,913500,kWh,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,annual_customer_load_kwh,870000,,,kWh,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,ppa_price_local_per_kwh,0.12,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,project_cost_local,428400,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,financing_amount_local,299880,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,ppa_tenor_years,30,,,years,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,debt_all_in_rate,6.5,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-BOLLENE-CARPORT,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,annual_generation_kwh,9200000,7820000,9660000,kWh,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,annual_customer_load_kwh,9200000,,,kWh,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,ppa_price_local_per_kwh,0.12,,,local_currency_per_kWh,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Project price not disclosed.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,project_cost_local,5040000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Capacity × capex proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,financing_amount_local,3528000,,,local_currency,EUR,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,70% standardized leverage.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,operating_horizon_years,20,20,25,years,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Standardized horizon.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,ppa_tenor_years,30,,,years,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-ALTAREA,Observed where public.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,tax_rate,25,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-TAX,Tax proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,debt_all_in_rate,6.5,,,percent,,BENCHMARK_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-DEBT,Debt proxy only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,degradation,0.5,0.5,0.5,percent_per_year,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,opex_percent_of_capex,1.5,1.5,2,percent,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,Screening assumption.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,terminal_branch,ZERO_RESIDUAL,,,controlled_value,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-BENCHMARK,No residual claim.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-ALTAREA-SECOND-ROOF,fx_to_usd,0.92,,,local_currency_per_USD,EUR,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-FX,Normalization only.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,annual_generation_kwh,1321000,1122850,1387050,kWh,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-PANATTONI,Observed where available; otherwise capacity × yield proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,self_consumption_ratio,1.00,0.7,1,ratio,,OBSERVED_PROJECT_FACT,EU-FR-CI-2026,GY-EU-PANATTONI,Public signal or load benchmark.,APPROVED_FOR_STANDARDIZED_SCREENING
EU-GY-PANATTONI-MOISSY,annual_customer_load_kwh,1321000,,,kWh,,ANALYST_ASSUMPTION,EU-FR-CI-2026,METHOD-V5-LOAD,Load proxy.,APPROVED_FOR_STANDARDIZED_SCREENING
